Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,dropout,student_id
5,61,High,Medium,0,9,84,High,1,1,Medium,Medium,Public,Neutral,3,0,College,Near,Male,60,1,1188
3,60,Medium,Low,1,6,78,Low,1,1,Low,Medium,Public,Positive,1,0,Postgraduate,Near,Female,57,1,1189
19,79,Medium,Medium,1,9,60,Low,1,1,Low,Medium,Public,Neutral,3,1,High School,Near,Female,63,1,1190
9,67,Medium,High,1,8,54,Medium,1,3,Medium,High,Private,Positive,5,0,College,Moderate,Male,63,1,1191
13,70,Medium,Medium,1,6,53,Medium,1,2,Low,Medium,Public,Negative,0,1,College,Moderate,Female,60,1,1192
9,91,Medium,Low,0,4,88,Low,1,2,Medium,Medium,Public,Neutral,4,1,Postgraduate,Near,Female,65,1,1193
21,62,Low,High,1,7,50,Low,0,1,High,Medium,Public,Negative,2,0,High School,Moderate,Female,60,1,1194
22,63,Low,Low,1,7,53,Medium,1,1,High,Medium,Public,Neutral,4,0,High School,Near,Male,62,1,1195
14,66,Low,Medium,1,6,96,Low,1,0,High,Medium,Public,Negative,3,0,College,Moderate,Male,61,1,1196
11,75,High,High,1,9,77,Medium,0,1,High,High,Private,Neutral,2,1,College,Moderate,Male,64,1,1197
12,66,Low,High,1,7,83,Medium,0,1,Medium,Medium,Public,Neutral,3,0,High School,Near,Male,61,1,1198
11,70,Medium,High,1,6,89,Low,1,2,Medium,Medium,Public,Positive,4,0,High School,Near,Female,64,1,1199
11,78,High,High,0,8,63,Low,1,1,Low,Medium,Public,Neutral,3,0,High School,Near,Female,64,1,1200
20,67,Medium,Medium,0,6,93,Low,0,1,Low,Medium,Public,Negative,3,1,College,Near,Male,62,1,1201
15,65,Medium,High,1,6,55,Low,1,2,Medium,Medium,Private,Positive,3,0,High School,Near,Female,63,1,1202
20,71,High,Medium,1,8,60,Low,1,0,Medium,Medium,Public,Neutral,2,0,High School,Near,Male,64,1,1203
12,74,Low,Medium,0,8,54,Medium,1,2,Medium,Medium,Private,Positive,5,0,Postgraduate,Moderate,Female,63,1,1204
16,94,Low,Low,1,8,56,Low,1,2,Low,High,Public,Positive,2,0,College,Near,Female,66,1,1205
16,79,Medium,Medium,1,6,67,Low,0,2,Medium,High,Private,Positive,3,0,College,Near,Male,65,1,1206
17,93,Medium,Low,1,5,50,Low,1,3,High,Medium,Public,Positive,2,0,High School,Moderate,Male,67,1,1207
15,94,High,Medium,1,8,52,Low,1,1,Medium,Medium,Private,Positive,2,0,College,Far,Female,67,1,1208
13,72,Medium,High,0,8,56,Low,1,1,Low,High,Public,Positive,4,0,Postgraduate,Moderate,Female,64,1,1209
13,60,Low,Medium,0,5,67,High,1,1,Low,Medium,Public,Positive,4,1,High School,Far,Male,58,1,1210
14,63,High,Low,0,7,79,Medium,1,1,Low,Medium,Public,Neutral,3,0,High School,Near,Male,61,1,1211
19,80,High,Medium,1,6,69,Low,1,1,Low,Low,Private,Neutral,4,1,College,Near,Male,66,1,1212
10,61,High,Low,1,10,79,Medium,1,4,High,High,Public,Positive,2,1,College,Moderate,Male,62,1,1213
20,62,High,Medium,1,7,91,Low,1,1,Medium,Low,Public,Negative,3,0,College,Near,Male,64,1,1214
21,63,Low,Medium,1,6,77,Low,1,3,Medium,High,Public,Negative,1,0,High School,Near,Male,63,1,1215
18,69,Medium,Low,0,7,54,Medium,1,1,Low,High,Public,Neutral,4,0,High School,Moderate,Male,61,1,1216
11,85,Medium,Low,0,10,80,Low,0,0,Low,High,Public,Positive,3,0,College,Near,Female,63,1,1217
15,64,High,Medium,1,7,67,Medium,1,2,Low,High,Public,Positive,3,0,High School,Near,Male,64,1,1218
10,62,High,High,0,7,51,Medium,1,1,Medium,High,Private,Positive,2,0,High School,Near,Male,61,1,1219
25,64,Medium,Medium,1,4,53,Low,1,1,Medium,Medium,Public,Neutral,2,0,College,Near,Male,64,1,1220
12,86,High,Medium,1,5,76,Low,0,2,High,Medium,Public,Positive,3,0,Postgraduate,Near,Female,68,1,1221
18,66,Medium,High,1,9,59,Medium,0,0,Low,Medium,Private,Positive,3,0,High School,Near,Male,62,1,1222
15,68,Medium,Medium,1,5,67,Medium,1,3,Medium,High,Private,Negative,4,0,Postgraduate,Moderate,Male,64,1,1223
23,62,High,High,1,9,54,Low,1,3,Low,Medium,Private,Neutral,4,0,High School,Near,Male,65,1,1224
15,74,Medium,Medium,1,4,92,Low,1,1,Medium,Medium,Private,Positive,3,0,Postgraduate,Near,Male,66,1,1225
28,69,High,High,1,7,54,Low,0,1,Low,Medium,Public,Neutral,2,0,College,Far,Male,65,1,1226
19,76,High,Low,1,9,78,Low,1,1,Low,Medium,Public,Negative,1,0,Postgraduate,Near,Female,65,1,1227
19,61,High,Medium,1,6,52,Low,0,1,Low,Medium,Public,Neutral,3,0,High School,Far,Female,59,1,1228
13,69,Medium,Low,1,7,53,High,0,2,Medium,Medium,Private,Negative,3,1,High School,Near,Female,59,1,1229
22,63,Medium,Medium,0,9,87,Low,1,0,High,High,Public,Negative,2,0,College,Moderate,Female,63,1,1230
23,62,High,Medium,1,6,92,Low,1,0,High,Medium,Public,Neutral,2,0,High School,Moderate,Male,65,1,1231
15,74,High,High,0,8,60,Low,1,3,Low,Medium,Public,Positive,5,0,High School,Moderate,Male,66,1,1232
15,64,Medium,Medium,0,8,93,Medium,1,0,Low,Medium,Public,Negative,2,0,High School,Near,Female,61,1,1233
21,69,Medium,Medium,1,10,92,Low,1,2,Low,Medium,Private,Neutral,3,0,High School,Near,Male,65,1,1234
15,67,Low,Medium,1,5,59,Low,1,0,Low,Medium,Private,Neutral,3,0,High School,Near,Male,59,1,1235
11,77,Low,Low,1,6,92,Low,1,0,Low,Medium,Public,Neutral,5,0,High School,Near,Male,61,1,1236
20,68,High,High,0,6,76,Low,1,2,Medium,Medium,Public,Neutral,3,0,High School,Near,Female,66,1,1237
15,80,Medium,Medium,1,7,57,Low,1,1,Low,Medium,Private,Negative,4,0,High School,Near,Male,63,1,1238
13,74,Medium,Medium,0,6,64,Low,1,4,High,High,Private,Neutral,3,1,High School,Near,Male,63,1,1239
17,74,Medium,Low,1,8,98,Low,1,1,High,High,Public,Neutral,3,0,High School,Near,Female,65,1,1240
15,71,High,Low,0,6,68,Low,0,5,Low,Medium,Public,Positive,4,0,College,Near,Female,64,1,1241
14,84,High,Medium,0,6,51,Low,1,4,High,Medium,Public,Neutral,3,0,High School,Near,Male,67,1,1242
15,89,Medium,Medium,0,6,56,Low,1,2,Medium,Medium,Public,Positive,4,0,College,Near,Male,67,1,1243
10,81,Medium,High,0,8,63,Medium,1,1,Low,Low,Public,Neutral,2,0,High School,Near,Male,64,1,1244
14,62,Low,Medium,0,8,87,Medium,1,1,Medium,Medium,Public,Positive,1,0,High School,Moderate,Male,60,1,1245
16,79,Medium,Medium,0,8,82,Low,1,2,Low,Medium,Private,Neutral,3,1,Postgraduate,Moderate,Female,64,1,1246
4,91,Medium,Medium,0,4,86,Low,1,3,Low,Medium,Private,Neutral,4,1,College,Moderate,Male,64,1,1247
17,67,Low,Low,1,7,62,Medium,1,0,Low,Medium,Public,Positive,4,0,High School,Moderate,Female,60,1,1248
18,64,Medium,Medium,1,6,51,Medium,1,2,Low,Medium,Public,Positive,1,0,High School,Near,Female,62,1,1249
13,100,Low,Low,1,4,54,Low,1,3,Low,Low,Public,Positive,2,0,High School,Near,Female,65,1,1250
20,76,Medium,Medium,0,9,64,Low,1,2,Low,Medium,Public,Negative,2,0,College,Moderate,Male,64,1,1251
17,64,Medium,Medium,1,6,60,Medium,1,1,Medium,Medium,Private,Positive,2,1,High School,Near,Male,61,1,1252
12,71,Medium,Medium,0,8,54,Medium,1,0,Low,Low,Public,Positive,5,0,College,Near,Male,61,1,1253
22,75,Medium,High,0,6,54,Low,1,4,Low,High,Public,Positive,4,0,High School,Near,Male,68,1,1254
5,96,Medium,Low,1,8,72,Low,1,3,Medium,Medium,Public,Negative,5,0,High School,Near,Male,65,1,1255
23,71,Medium,Medium,1,6,63,Low,1,1,Low,High,Public,Positive,5,0,High School,Moderate,Male,66,1,1256
24,76,High,Medium,0,10,55,Low,1,2,Low,Medium,Public,Positive,4,0,High School,Near,Male,67,1,1257
10,88,Low,Medium,0,9,60,Medium,1,1,Low,Medium,Public,Positive,3,0,High School,Moderate,Female,63,1,1258
7,73,Medium,Medium,1,7,75,Medium,1,1,High,High,Private,Positive,3,0,College,Near,Male,64,1,1259
14,93,Medium,Low,1,5,75,Low,1,0,Medium,High,Public,Negative,3,0,High School,Moderate,Male,65,1,1260
18,65,Medium,Medium,1,6,53,Medium,1,1,Medium,Medium,Private,Positive,3,1,Postgraduate,Near,Male,63,1,1261
16,61,Medium,Low,0,4,86,Medium,1,3,Medium,High,Public,Positive,4,0,High School,Near,Female,63,1,1262
23,64,High,Medium,1,6,60,Low,1,2,Medium,Medium,Public,Negative,3,0,College,Near,Female,65,1,1263
8,68,High,Medium,1,7,96,Medium,1,2,Low,High,Public,Positive,3,0,Postgraduate,Near,Female,65,1,1264
15,65,Medium,Low,1,8,51,Medium,1,1,High,Medium,Public,Positive,3,0,High School,Moderate,Female,61,1,1265
20,68,Low,Medium,1,6,80,Low,1,4,Low,Medium,Private,Neutral,4,0,College,Near,Female,65,1,1266
27,60,High,High,0,6,53,Low,1,3,Low,Low,Private,Positive,2,0,High School,Moderate,Female,65,1,1267
17,79,Low,Low,1,10,88,Low,1,3,Medium,High,Private,Neutral,3,0,High School,Moderate,Female,65,1,1268
12,65,Low,Medium,0,7,65,Medium,1,2,Medium,Medium,Public,Neutral,2,0,High School,Near,Male,60,1,1269
12,64,High,High,1,9,81,Medium,0,1,High,High,Public,Neutral,3,0,High School,Moderate,Male,63,1,1270
17,74,Low,Medium,0,9,50,Medium,1,0,Low,High,Public,Negative,2,0,High School,Far,Female,60,1,1271
17,81,Low,Medium,1,8,78,Low,1,1,Low,High,Private,Positive,4,0,College,Moderate,Male,66,1,1272
17,62,Medium,Medium,1,7,78,Medium,1,0,Medium,High,Public,Negative,3,0,High School,Near,Male,62,1,1273
8,65,Medium,Medium,0,7,83,Low,1,3,Medium,Medium,Public,Negative,4,0,High School,Near,Female,60,1,1274
19,77,Medium,Low,0,9,57,Low,1,4,Medium,Medium,Public,Neutral,3,1,High School,Near,Female,64,1,1275
8,64,Medium,Medium,1,7,66,Medium,1,1,Low,Medium,Private,Positive,3,0,College,Near,Male,60,1,1276
19,81,Medium,Low,1,10,56,Low,1,1,Medium,High,Public,Positive,3,0,High School,Near,Male,65,1,1277
25,68,Low,Medium,0,6,62,Low,1,1,Low,High,Private,Negative,4,0,College,Moderate,Female,63,1,1278
20,63,Low,Low,0,9,53,Low,1,1,Medium,Medium,Public,Positive,4,0,High School,Near,Male,60,1,1279
11,61,Medium,Medium,1,5,61,Medium,1,3,Medium,High,Public,Neutral,0,1,Postgraduate,Near,Male,60,1,1280
12,82,High,Low,0,6,65,Low,1,3,Medium,Medium,Private,Negative,3,0,High School,Near,Female,64,1,1281
15,75,Medium,High,0,6,83,Low,1,1,High,Medium,Private,Negative,2,0,High School,Near,Female,65,1,1282
22,66,Medium,Medium,1,6,97,Low,1,0,High,Low,Public,Neutral,3,0,High School,Moderate,Female,64,1,1283
12,72,Medium,Medium,0,7,67,Low,1,0,Low,Medium,Public,Positive,2,0,High School,Near,Female,61,1,1284
16,73,High,High,1,7,65,Low,1,1,Medium,Medium,Private,Positive,4,0,College,Moderate,Male,66,1,1285
4,60,Medium,Medium,1,7,55,Medium,1,2,Low,Medium,Private,Neutral,2,0,Postgraduate,Near,Male,58,1,1286
21,76,Medium,Medium,1,6,65,Low,1,2,Low,High,Public,Negative,2,0,High School,Near,Female,65,1,1287
12,80,Medium,High,1,6,61,Medium,1,0,High,High,Private,Neutral,2,0,High School,Near,Male,65,1,1288
9,78,High,Medium,0,9,57,Low,1,1,Low,High,Public,Positive,5,0,High School,Moderate,Female,63,1,1289
12,92,Low,Medium,0,6,71,Low,1,0,Medium,High,Private,Negative,4,0,High School,Near,Male,64,1,1290
15,77,High,Medium,1,5,65,Low,0,2,Low,Medium,Public,Positive,4,1,Postgraduate,Near,Male,65,1,1291
6,67,Medium,Low,1,6,99,Low,1,0,Medium,Medium,Private,Neutral,2,0,College,Near,Male,60,1,1292
18,69,Low,Low,1,10,89,Low,1,2,Low,High,Public,Neutral,1,1,High School,Moderate,Male,61,1,1293
13,69,Medium,Low,0,8,70,Medium,1,1,High,High,Private,Neutral,3,0,High School,Moderate,Male,61,1,1294
16,83,Low,Medium,0,5,63,Low,1,2,High,Medium,Private,Positive,3,1,High School,Moderate,Female,64,1,1295
13,75,High,High,1,5,51,Medium,1,3,Medium,Medium,Private,Negative,3,0,High School,Near,Female,65,1,1296
24,68,Medium,Low,1,7,70,Low,1,1,Low,Low,Public,Neutral,3,0,College,Near,Male,64,1,1297
8,77,Medium,Low,1,7,90,Low,1,1,Medium,Medium,Public,Neutral,0,0,High School,Moderate,Male,61,1,1298
19,61,Medium,Medium,0,7,51,Low,1,1,Low,High,Public,Neutral,1,0,High School,Near,Female,60,1,1299
15,68,High,Medium,0,8,70,Medium,1,3,Medium,High,Public,Negative,3,0,High School,Near,Female,64,1,1300
14,77,Medium,Medium,1,4,81,Low,1,3,Medium,Medium,Private,Neutral,3,0,College,Near,Female,66,1,1301
27,63,Medium,Medium,1,8,55,Low,1,1,Medium,Medium,Private,Neutral,3,0,Postgraduate,Near,Female,65,1,1302
13,79,High,Medium,0,9,53,Medium,0,1,Medium,Medium,Private,Positive,2,0,College,Moderate,Male,63,1,1303
26,63,Medium,High,0,8,63,Low,1,1,High,High,Public,Neutral,3,0,Postgraduate,Near,Male,67,1,1304
18,63,Medium,Medium,1,7,66,Low,1,2,Medium,Medium,Private,Negative,2,0,College,Near,Female,62,1,1305
13,60,Medium,Medium,1,6,66,Medium,1,1,Medium,High,Public,Positive,5,1,College,Moderate,Male,61,1,1306
4,61,Low,High,1,6,63,Medium,1,4,Medium,Medium,Public,Neutral,3,0,High School,Moderate,Male,59,1,1307
17,65,Medium,Medium,0,6,61,Medium,1,5,Low,Medium,Public,Positive,4,0,High School,Near,Female,64,1,1308
4,80,Low,Medium,1,8,51,Medium,1,4,Medium,High,Public,Negative,5,0,High School,Near,Male,62,1,1309
20,63,Medium,Medium,1,4,86,Low,1,0,High,Medium,Public,Neutral,3,0,College,Near,Male,64,1,1310
19,62,Medium,Medium,1,8,86,Low,1,1,High,Medium,Public,Positive,3,0,College,Near,Male,65,1,1311
18,83,Medium,High,0,4,65,Low,1,3,Low,Medium,Public,Positive,4,0,College,Moderate,Male,68,1,1312
12,91,Medium,Low,1,8,81,Low,1,0,Low,Low,Public,Positive,4,0,High School,Moderate,Male,64,1,1313
16,77,Medium,Low,1,8,54,Medium,0,0,Medium,Medium,Public,Negative,3,0,Postgraduate,Near,Male,62,1,1314
22,76,Low,High,0,5,65,Low,1,0,Medium,High,Public,Neutral,3,0,High School,Far,Female,64,1,1315
9,90,High,High,1,7,79,Low,1,4,High,High,Public,Positive,4,0,High School,Near,Male,70,1,1316
9,87,Low,Medium,1,6,64,Medium,1,1,High,Medium,Public,Neutral,2,0,High School,Near,Female,64,1,1317
20,83,Medium,Low,0,6,51,Low,1,2,Medium,Medium,Public,Neutral,4,0,High School,Moderate,Female,65,1,1318
